anbieter_name,tarif_name,besonderheiten_json,geburtsjahr,summe_eur,beitrag_eur,einheit
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,300000,18.41,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,500000,30.68,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1970,50000,2.59,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1970,100000,5.18,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1970,200000,10.36,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1970,300000,15.55,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1970,500000,25.91,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,50000,3.55,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,100000,7.09,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,200000,14.18,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,300000,21.27,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,500000,35.45,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1970,50000,2.80,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1970,100000,5.59,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1970,200000,11.18,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1970,300000,16.77,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1970,500000,27.95,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,50000,3.27,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,100000,6.55,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,200000,13.09,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,300000,19.64,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1970,500000,32.73,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,50000,2.89,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,100000,5.78,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,200000,11.56,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,300000,17.34,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,500000,28.91,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1975,50000,2.44,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1975,100000,4.88,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1975,200000,9.76,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1975,300000,14.65,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1975,500000,24.41,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,50000,3.34,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,100000,6.68,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,200000,13.36,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,300000,20.04,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,500000,33.40,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1975,50000,2.63,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1975,100000,5.27,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1975,200000,10.53,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1975,300000,15.80,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1975,500000,26.34,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,50000,3.08,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,100000,6.17,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,200000,12.33,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,300000,18.50,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1975,500000,30.83,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,50000,2.72,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,100000,5.45,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,200000,10.89,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,300000,16.34,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,500000,27.23,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1980,50000,2.30,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1980,100000,4.60,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1980,200000,9.20,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1980,300000,13.80,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1980,500000,23.00,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,50000,3.15,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,100000,6.29,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,200000,12.59,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,300000,18.88,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,500000,31.47,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1980,50000,2.48,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1980,100000,4.96,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1980,200000,9.92,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1980,300000,14.89,eur_summe
Generali,VarioCARE,"{""progression"":350,""mitwirkung_krankheit"":true,""todesfall_summe"":false,""gliedertaxe"":""standard""}",1980,500000,24.81,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,50000,2.90,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,100000,5.81,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,200000,11.62,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,300000,17.43,eur_summe
HDI,AccidentExklusiv,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1980,500000,29.05,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,50000,2.57,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,100000,5.13,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,200000,10.26,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,300000,15.39,eur_summe
Allianz,PrivatSchutz Plus,"{""progression"":350,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,500000,25.65,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1985,50000,2.17,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1985,100000,4.33,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1985,200000,8.67,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1985,300000,13.00,eur_summe
AXA,Komfort Unfall,"{""progression"":225,""mitwirkung_krankheit"":true,""todesfall_summe"":true,""gliedertaxe"":""standard""}",1985,500000,21.66,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,50000,2.96,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,100000,5.93,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,200000,11.86,eur_summe
ERGO,Unfallschutz Best,"{""progression"":500,""mitwirkung_krankheit"":false,""todesfall_summe"":true,""gliedertaxe"":""verbessert""}",1985,300000,17.79,eur_summe
