anbieter_name,tarif_name,besonderheiten_json,geburtsjahr,summe_eur,beitrag_eur,einheit
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1975,100000,21.38,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1975,200000,42.76,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1975,350000,74.83,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1975,500000,106.90,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,50000,8.34,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,100000,16.68,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,200000,33.35,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,350000,58.36,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,500000,83.38,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1980,50000,7.74,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1980,100000,15.48,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1980,200000,30.97,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1980,350000,54.19,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1980,500000,77.42,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,50000,7.94,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,100000,15.88,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,200000,31.76,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,350000,55.58,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,500000,79.41,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,50000,7.54,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,100000,15.09,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,200000,30.17,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,350000,52.81,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1980,500000,75.44,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1980,50000,6.95,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1980,100000,13.90,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1980,200000,27.79,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1980,350000,48.64,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1980,500000,69.48,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,50000,5.42,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,100000,10.84,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,200000,21.68,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,350000,37.93,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,500000,54.19,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1985,50000,5.03,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1985,100000,10.06,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1985,200000,20.13,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1985,350000,35.22,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1985,500000,50.32,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,50000,5.16,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,100000,10.32,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,200000,20.64,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,350000,36.13,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,500000,51.61,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,50000,4.90,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,100000,9.81,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,200000,19.61,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,350000,34.32,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1985,500000,49.03,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1985,50000,4.52,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1985,100000,9.03,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1985,200000,18.06,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1985,350000,31.61,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1985,500000,45.16,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,50000,3.52,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,100000,7.04,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,200000,14.09,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,350000,24.65,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,500000,35.22,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1990,50000,3.27,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1990,100000,6.54,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1990,200000,13.08,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1990,350000,22.89,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1990,500000,32.70,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,50000,3.35,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,100000,6.71,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,200000,13.42,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,350000,23.48,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,500000,33.54,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,50000,3.19,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,100000,6.37,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,200000,12.75,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,350000,22.31,eur_summe
Hannoversche,Risikoleben Premium,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1990,500000,31.86,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1990,50000,2.93,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1990,100000,5.87,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1990,200000,11.74,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1990,350000,20.54,eur_summe
CosmosDirekt,Basis,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":false,""nachversicherung"":false}",1990,500000,29.35,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,50000,2.29,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,100000,4.58,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,200000,9.16,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,350000,16.02,eur_summe
Allianz,RiskUltra,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,500000,22.89,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1995,50000,2.13,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1995,100000,4.25,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1995,200000,8.50,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1995,350000,14.88,eur_summe
ERGO,Risiko Direkt,"{""laufzeit_jahre"":25,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":false}",1995,500000,21.26,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,50000,2.18,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,100000,4.36,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,200000,8.72,eur_summe
HDI,EGO Risk,"{""laufzeit_jahre"":30,""gesundheitspruefung"":true,""raucher_unterschied"":true,""nachversicherung"":true}",1995,350000,15.26,eur_summe
