anbieter_name,tarif_name,besonderheiten_json,geburtsjahr,summe_eur,beitrag_eur,einheit
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,3000,212.51,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1965,500,31.20,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1965,1000,62.40,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1965,1500,93.60,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1965,2000,124.81,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1965,3000,187.21,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1965,500,25.30,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1965,1000,50.60,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1965,1500,75.90,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1965,2000,101.19,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1965,3000,151.79,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,500,40.48,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,1000,80.96,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,1500,121.43,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,2000,161.91,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,3000,242.87,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,500,32.89,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,1000,65.78,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,1500,98.66,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,2000,131.55,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1965,3000,197.33,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,500,29.11,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,1000,58.22,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,1500,87.33,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,2000,116.44,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,3000,174.67,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1970,500,25.65,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1970,1000,51.29,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1970,1500,76.94,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1970,2000,102.58,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1970,3000,153.87,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1970,500,20.79,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1970,1000,41.59,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1970,1500,62.38,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1970,2000,83.17,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1970,3000,124.76,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,500,33.27,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,1000,66.54,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,1500,99.81,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,2000,133.08,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,3000,199.62,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,500,27.03,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,1000,54.06,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,1500,81.09,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,2000,108.13,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1970,3000,162.19,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,500,23.93,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,1000,47.85,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,1500,71.78,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,2000,95.71,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,3000,143.56,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1975,500,21.08,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1975,1000,42.16,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1975,1500,63.24,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1975,2000,84.31,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1975,3000,126.47,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1975,500,17.09,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1975,1000,34.18,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1975,1500,51.27,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1975,2000,68.36,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1975,3000,102.54,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,500,27.35,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,1000,54.69,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,1500,82.04,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,2000,109.38,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,3000,164.07,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,500,22.22,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,1000,44.44,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,1500,66.65,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,2000,88.87,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1975,3000,133.31,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,500,19.67,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,1000,39.33,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,1500,59.00,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,2000,78.67,eur_monat
Allianz,PflegetagegeldBest,"{""pflegegrad_ab"":2,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,3000,118.00,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1980,500,17.33,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1980,1000,34.65,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1980,1500,51.98,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1980,2000,69.30,eur_monat
AXA,Pflege Schutz,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":false}",1980,3000,103.95,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1980,500,14.05,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1980,1000,28.09,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1980,1500,42.14,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1980,2000,56.19,eur_monat
DKV,PflegeBahr Tarif,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":false,""weltweite_leistung"":false,""foerderung_staatlich"":true}",1980,3000,84.28,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,500,22.48,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,1000,44.95,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,1500,67.43,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,2000,89.90,eur_monat
Continentale,PremiumPflege,"{""pflegegrad_ab"":1,""einmalzahlung"":true,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,3000,134.85,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,500,18.26,eur_monat
Gothaer,MediP,"{""pflegegrad_ab"":2,""einmalzahlung"":false,""beitragsbefreiung_pflegefall"":true,""weltweite_leistung"":true}",1980,1000,36.52,eur_monat
